PRODUCT_SERIES	PRODUCT_CATEGORY	INSURANCE_PLAN	NAME	ACTIVATION_DATE	warrenty_years	INSURANCE_YEARS	SOLD_DATE	PRODUICT_SOLD	PRODUCT_PRICE	INSURANCE_PRICE	ACTIVATED	REPAIRS	Repair_cost
903	2	1	Sample Product	2000-1-1	12	18	2000-1-1	1987	2575.0	3090.0	0	2	5150.0	
904	3	1	Sample Product	2000-1-1	16	22	2000-1-1	680	1547.0	1856.3999999999999	0	4	3094.0	
904	3	3	Sample Product	2000-1-1	16	22	2000-1-1	566	547.0	656.4	0	9	1094.0	
904	0	2	Sample Product	2000-1-1	6	12	2000-1-1	1606	1496.0	1795.2	0	2	2992.0	
904	1	1	Sample Product	2000-1-1	9	15	2000-1-1	802	1420.0	1704.0	0	1	2840.0	
905	3	2	Sample Product	2000-1-1	8	14	2000-1-1	596	3044.0	3652.7999999999997	0	6	6088.0	
905	4	2	Sample Product	2000-1-1	19	25	2000-1-1	1090	1753.0	2103.6	1	1	3506.0	
905	1	0	Sample Product	2000-1-1	9	15	2000-1-1	595	1934.0	2320.7999999999997	0	1	3868.0	
 
906	0	1	Sample Product	2000-1-1	20	26	2000-1-1	1511	330.0	396.0	0	8	660.0	
906	2	2	Sample Product	2000-1-1	6	12	2000-1-1	507	1405.0	1686.0	1	6	2810.0	
906	1	1	Sample Product	2000-1-1	16	22	2000-1-1	739	3322.0	3986.3999999999996	0	3	6644.0	
906	1	2	Sample Product	2000-1-1	17	23	2000-1-1	438	1256.0	1507.2	0	8	2512.0	
 
907	1	2	Sample Product	2000-1-1	1	7	2000-1-1	1627	2655.0	3186.0	1	6	5310.0	
907	2	2	Sample Product	2000-1-1	8	14	2000-1-1	300	2521.0	3025.2	1	5	5042.0	
 
 
908	4	0	Sample Product	2000-1-1	16	22	2000-1-1	494	2736.0	3283.2	0	6	5472.0	
908	0	2	Sample Product	2000-1-1	18	24	2000-1-1	1842	3494.0	4192.8	1	7	6988.0	
908	3	1	Sample Product	2000-1-1	10	16	2000-1-1	1867	2318.0	2781.6	1	6	4636.0	
909	1	2	Sample Product	2000-1-1	14	20	2000-1-1	142	320.0	384.0	1	0	640.0	
 
 
909	0	2	Sample Product	2000-1-1	19	25	2000-1-1	1964	3512.0	4214.4	1	2	7024.0	
910	3	1	Sample Product	2000-1-1	2	8	2000-1-1	256	691.0	829.1999999999999	0	2	1382.0	
910	3	1	Sample Product	2000-1-1	9	15	2000-1-1	1991	2408.0	2889.6	0	8	4816.0	
910	0	3	Sample Product	2000-1-1	13	19	2000-1-1	401	303.0	363.59999999999997	1	6	606.0	
910	1	0	Sample Product	2000-1-1	1	7	2000-1-1	1292	3573.0	4287.599999999999	0	7	7146.0	
 
911	1	1	Sample Product	2000-1-1	12	18	2000-1-1	1285	1795.0	2154.0	0	4	3590.0	
 
911	0	2	Sample Product	2000-1-1	15	21	2000-1-1	1617	4962.0	5954.4	1	4	9924.0	
912	1	3	Sample Product	2000-1-1	12	18	2000-1-1	641	3226.0	3871.2	0	7	6452.0	
 
912	1	1	Sample Product	2000-1-1	18	24	2000-1-1	236	2190.0	2628.0	1	1	4380.0	
 
913	3	1	Sample Product	2000-1-1	13	19	2000-1-1	344	4650.0	5580.0	1	2	9300.0	
913	3	3	Sample Product	2000-1-1	8	14	2000-1-1	1711	4664.0	5596.8	1	1	9328.0	
913	0	3	Sample Product	2000-1-1	17	23	2000-1-1	1369	3675.0	4410.0	0	2	7350.0	
913	0	3	Sample Product	2000-1-1	3	9	2000-1-1	564	445.0	534.0	1	10	890.0	
914	3	1	Sample Product	2000-1-1	18	24	2000-1-1	1073	1708.0	2049.6	0	1	3416.0	
914	1	0	Sample Product	2000-1-1	8	14	2000-1-1	1612	4453.0	5343.599999999999	1	6	8906.0	
914	2	3	Sample Product	2000-1-1	2	8	2000-1-1	348	2872.0	3446.4	1	8	5744.0	
914	3	3	Sample Product	2000-1-1	13	19	2000-1-1	863	305.0	366.0	0	3	610.0	
915	1	2	Sample Product	2000-1-1	16	22	2000-1-1	1732	2586.0	3103.2	0	3	5172.0	
915	0	1	Sample Product	2000-1-1	2	8	2000-1-1	814	2466.0	2959.2	0	5	4932.0	
 
915	3	2	Sample Product	2000-1-1	14	20	2000-1-1	1785	1143.0	1371.6	0	7	2286.0	
916	1	3	Sample Product	2000-1-1	4	10	2000-1-1	939	2236.0	2683.2	0	8	4472.0	
916	1	2	Sample Product	2000-1-1	2	8	2000-1-1	1308	3330.0	3996.0	1	3	6660.0	
 
916	0	1	Sample Product	2000-1-1	18	24	2000-1-1	1872	1179.0	1414.8	0	8	2358.0	
917	4	3	Sample Product	2000-1-1	4	10	2000-1-1	1281	3856.0	4627.2	0	6	7712.0	
917	2	1	Sample Product	2000-1-1	20	26	2000-1-1	848	251.0	301.2	1	4	502.0	
917	4	1	Sample Product	2000-1-1	4	10	2000-1-1	507	1281.0	1537.2	0	3	2562.0	
917	3	1	Sample Product	2000-1-1	14	20	2000-1-1	1105	933.0	1119.6	0	6	1866.0	
918	2	2	Sample Product	2000-1-1	12	18	2000-1-1	638	2627.0	3152.4	0	7	5254.0	
918	4	3	Sample Product	2000-1-1	18	24	2000-1-1	1401	4635.0	5562.0	0	10	9270.0	
918	1	0	Sample Product	2000-1-1	10	16	2000-1-1	536	109.0	130.79999999999998	0	4	218.0	
 
919	0	2	Sample Product	2000-1-1	13	19	2000-1-1	414	2346.0	2815.2	1	7	4692.0	
919	1	1	Sample Product	2000-1-1	12	18	2000-1-1	1428	461.0	553.1999999999999	1	2	922.0	
919	1	1	Sample Product	2000-1-1	10	16	2000-1-1	1276	1827.0	2192.4	1	1	3654.0	
919	0	1	Sample Product	2000-1-1	14	20	2000-1-1	1195	599.0	718.8	1	7	1198.0	
920	3	2	Sample Product	2000-1-1	4	10	2000-1-1	1677	2001.0	2401.2	0	2	4002.0	
920	2	1	Sample Product	2000-1-1	7	13	2000-1-1	33	2802.0	3362.4	1	7	5604.0	
920	2	2	Sample Product	2000-1-1	9	15	2000-1-1	1224	3278.0	3933.6	0	7	6556.0	
920	0	1	Sample Product	2000-1-1	10	16	2000-1-1	948	3099.0	3718.7999999999997	0	4	6198.0	
921	0	0	Sample Product	2000-1-1	6	12	2000-1-1	402	2641.0	3169.2	0	2	5282.0	
921	0	0	Sample Product	2000-1-1	10	16	2000-1-1	1964	3756.0	4507.2	0	6	7512.0	
921	1	2	Sample Product	2000-1-1	11	17	2000-1-1	261	1219.0	1462.8	0	1	2438.0	
921	3	0	Sample Product	2000-1-1	3	9	2000-1-1	524	2081.0	2497.2	0	7	4162.0	
 
922	4	2	Sample Product	2000-1-1	5	11	2000-1-1	1775	631.0	757.1999999999999	1	1	1262.0	
922	2	1	Sample Product	2000-1-1	14	20	2000-1-1	1545	723.0	867.6	0	7	1446.0	
922	4	2	Sample Product	2000-1-1	1	7	2000-1-1	1417	3517.0	4220.4	0	2	7034.0	
923	1	3	Sample Product	2000-1-1	13	19	2000-1-1	494	3331.0	3997.2	0	8	6662.0	
 
923	3	3	Sample Product	2000-1-1	15	21	2000-1-1	74	2140.0	2568.0	1	1	4280.0	
923	1	1	Sample Product	2000-1-1	1	7	2000-1-1	1495	4909.0	5890.8	0	9	9818.0	
 
 
 
 
925	2	2	Sample Product	2000-1-1	6	12	2000-1-1	321	3472.0	4166.4	0	8	6944.0	
 
925	3	2	Sample Product	2000-1-1	10	16	2000-1-1	1001	1517.0	1820.3999999999999	1	9	3034.0	
925	2	1	Sample Product	2000-1-1	7	13	2000-1-1	385	3125.0	3750.0	1	3	6250.0	
926	3	3	Sample Product	2000-1-1	19	25	2000-1-1	1574	2647.0	3176.4	1	8	5294.0	
926	1	1	Sample Product	2000-1-1	13	19	2000-1-1	964	3568.0	4281.599999999999	0	10	7136.0	
926	1	1	Sample Product	2000-1-1	10	16	2000-1-1	488	625.0	750.0	0	1	1250.0	
 
927	4	2	Sample Product	2000-1-1	7	13	2000-1-1	611	4607.0	5528.4	1	3	9214.0	
927	3	2	Sample Product	2000-1-1	11	17	2000-1-1	952	4370.0	5244.0	0	4	8740.0	
927	0	2	Sample Product	2000-1-1	1	7	2000-1-1	436	2793.0	3351.6	1	8	5586.0	
927	1	0	Sample Product	2000-1-1	11	17	2000-1-1	1145	2843.0	3411.6	0	9	5686.0	
928	2	3	Sample Product	2000-1-1	18	24	2000-1-1	1549	3801.0	4561.2	1	1	7602.0	
 
928	2	3	Sample Product	2000-1-1	16	22	2000-1-1	1934	2760.0	3312.0	0	4	5520.0	
 
929	1	1	Sample Product	2000-1-1	1	7	2000-1-1	396	380.0	456.0	0	5	760.0	
929	2	2	Sample Product	2000-1-1	0	6	2000-1-1	217	670.0	804.0	1	4	1340.0	
 
929	4	0	Sample Product	2000-1-1	11	17	2000-1-1	165	2584.0	3100.7999999999997	1	1	5168.0	
930	3	3	Sample Product	2000-1-1	18	24	2000-1-1	461	4987.0	5984.4	1	3	9974.0	
930	0	1	Sample Product	2000-1-1	10	16	2000-1-1	1047	4327.0	5192.4	1	3	8654.0	
 
930	4	3	Sample Product	2000-1-1	17	23	2000-1-1	982	3639.0	4366.8	1	7	7278.0	
 
931	4	2	Sample Product	2000-1-1	15	21	2000-1-1	854	2470.0	2964.0	0	0	4940.0	
 
 
 
932	0	3	Sample Product	2000-1-1	3	9	2000-1-1	1953	830.0	996.0	0	2	1660.0	
932	2	2	Sample Product	2000-1-1	8	14	2000-1-1	754	3005.0	3606.0	1	3	6010.0	
932	3	1	Sample Product	2000-1-1	4	10	2000-1-1	825	3708.0	4449.599999999999	0	1	7416.0	
933	4	2	Sample Product	2000-1-1	8	14	2000-1-1	383	2242.0	2690.4	0	5	4484.0	
933	0	3	Sample Product	2000-1-1	17	23	2000-1-1	1633	2829.0	3394.7999999999997	1	4	5658.0	
 
 
934	4	1	Sample Product	2000-1-1	17	23	2000-1-1	1317	4391.0	5269.2	0	1	8782.0	
 
934	2	2	Sample Product	2000-1-1	18	24	2000-1-1	473	4338.0	5205.599999999999	1	7	8676.0	
 
935	1	3	Sample Product	2000-1-1	3	9	2000-1-1	368	3705.0	4446.0	0	4	7410.0	
935	3	3	Sample Product	2000-1-1	4	10	2000-1-1	467	3691.0	4429.2	1	5	7382.0	
935	3	0	Sample Product	2000-1-1	17	23	2000-1-1	1046	3810.0	4572.0	1	3	7620.0	
935	2	1	Sample Product	2000-1-1	9	15	2000-1-1	1208	298.0	357.59999999999997	0	1	596.0	
936	4	2	Sample Product	2000-1-1	7	13	2000-1-1	995	615.0	738.0	0	1	1230.0	
936	0	1	Sample Product	2000-1-1	7	13	2000-1-1	438	59.0	70.8	0	4	118.0	
936	2	3	Sample Product	2000-1-1	11	17	2000-1-1	1974	700.0	840.0	0	1	1400.0	
936	2	0	Sample Product	2000-1-1	1	7	2000-1-1	344	67.0	80.39999999999999	1	10	134.0	
937	4	2	Sample Product	2000-1-1	13	19	2000-1-1	914	1590.0	1908.0	0	4	3180.0	
 
937	3	1	Sample Product	2000-1-1	9	15	2000-1-1	1565	4839.0	5806.8	0	9	9678.0	
937	1	3	Sample Product	2000-1-1	7	13	2000-1-1	231	2852.0	3422.4	1	10	5704.0	
938	3	2	Sample Product	2000-1-1	6	12	2000-1-1	1005	2043.0	2451.6	1	4	4086.0	
938	2	1	Sample Product	2000-1-1	11	17	2000-1-1	359	1163.0	1395.6	0	9	2326.0	
938	1	3	Sample Product	2000-1-1	17	23	2000-1-1	1465	2470.0	2964.0	1	1	4940.0	
938	2	2	Sample Product	2000-1-1	18	24	2000-1-1	55	4105.0	4926.0	0	9	8210.0	
939	1	2	Sample Product	2000-1-1	13	19	2000-1-1	16	3741.0	4489.2	0	6	7482.0	
939	0	1	Sample Product	2000-1-1	17	23	2000-1-1	1607	101.0	121.19999999999999	1	2	202.0	
939	2	2	Sample Product	2000-1-1	8	14	2000-1-1	501	3189.0	3826.7999999999997	1	5	6378.0	
939	1	1	Sample Product	2000-1-1	6	12	2000-1-1	1521	2660.0	3192.0	0	7	5320.0	
940	1	1	Sample Product	2000-1-1	10	16	2000-1-1	1168	403.0	483.59999999999997	1	5	806.0	
 
 
 
941	0	2	Sample Product	2000-1-1	14	20	2000-1-1	1265	2094.0	2512.7999999999997	1	1	4188.0	
941	2	0	Sample Product	2000-1-1	5	11	2000-1-1	339	71.0	85.2	1	3	142.0	
941	1	1	Sample Product	2000-1-1	16	22	2000-1-1	584	1882.0	2258.4	0	1	3764.0	
941	2	2	Sample Product	2000-1-1	20	26	2000-1-1	285	1487.0	1784.3999999999999	0	0	2974.0	
942	3	1	Sample Product	2000-1-1	19	25	2000-1-1	1102	4969.0	5962.8	0	2	9938.0	
942	2	2	Sample Product	2000-1-1	15	21	2000-1-1	166	927.0	1112.3999999999999	1	5	1854.0	
942	1	2	Sample Product	2000-1-1	1	7	2000-1-1	218	4522.0	5426.4	1	7	9044.0	
942	3	1	Sample Product	2000-1-1	10	16	2000-1-1	1746	4421.0	5305.2	0	6	8842.0	
943	3	1	Sample Product	2000-1-1	7	13	2000-1-1	1801	2411.0	2893.2	1	7	4822.0	
943	3	2	Sample Product	2000-1-1	13	19	2000-1-1	1046	1229.0	1474.8	0	7	2458.0	
943	0	0	Sample Product	2000-1-1	10	16	2000-1-1	1939	3476.0	4171.2	0	3	6952.0	
943	2	1	Sample Product	2000-1-1	6	12	2000-1-1	383	3226.0	3871.2	1	0	6452.0	
944	2	2	Sample Product	2000-1-1	17	23	2000-1-1	1684	91.0	109.2	1	3	182.0	
944	1	3	Sample Product	2000-1-1	13	19	2000-1-1	1233	3949.0	4738.8	1	4	7898.0	
944	4	1	Sample Product	2000-1-1	8	14	2000-1-1	1624	2716.0	3259.2	1	1	5432.0	
944	2	1	Sample Product	2000-1-1	15	21	2000-1-1	365	3227.0	3872.3999999999996	0	9	6454.0	
945	2	3	Sample Product	2000-1-1	10	16	2000-1-1	1898	1529.0	1834.8	0	4	3058.0	
945	0	3	Sample Product	2000-1-1	18	24	2000-1-1	1489	3571.0	4285.2	1	4	7142.0	
945	2	0	Sample Product	2000-1-1	8	14	2000-1-1	1500	184.0	220.79999999999998	1	5	368.0	
945	3	2	Sample Product	2000-1-1	1	7	2000-1-1	1664	1744.0	2092.7999999999997	1	5	3488.0	
946	4	2	Sample Product	2000-1-1	7	13	2000-1-1	1436	2441.0	2929.2	0	8	4882.0	
946	1	3	Sample Product	2000-1-1	18	24	2000-1-1	1434	3047.0	3656.4	1	4	6094.0	
 
946	4	1	Sample Product	2000-1-1	10	16	2000-1-1	1873	627.0	752.4	1	10	1254.0	
 
 
947	3	0	Sample Product	2000-1-1	12	18	2000-1-1	1351	2138.0	2565.6	1	6	4276.0	
947	0	2	Sample Product	2000-1-1	6	12	2000-1-1	594	4621.0	5545.2	1	5	9242.0	
948	3	3	Sample Product	2000-1-1	17	23	2000-1-1	1080	4147.0	4976.4	0	4	8294.0	
948	2	1	Sample Product	2000-1-1	3	9	2000-1-1	176	2109.0	2530.7999999999997	1	5	4218.0	
948	1	2	Sample Product	2000-1-1	2	8	2000-1-1	516	2211.0	2653.2	1	9	4422.0	
948	4	2	Sample Product	2000-1-1	6	12	2000-1-1	1791	2612.0	3134.4	1	7	5224.0	
949	1	2	Sample Product	2000-1-1	7	13	2000-1-1	224	680.0	816.0	1	9	1360.0	
949	2	2	Sample Product	2000-1-1	5	11	2000-1-1	1292	1433.0	1719.6	1	3	2866.0	
949	3	2	Sample Product	2000-1-1	19	25	2000-1-1	252	3354.0	4024.7999999999997	0	5	6708.0	
949	0	2	Sample Product	2000-1-1	9	15	2000-1-1	1519	110.0	132.0	1	3	220.0	
 
 
950	1	2	Sample Product	2000-1-1	13	19	2000-1-1	1447	3096.0	3715.2	1	7	6192.0	
950	3	1	Sample Product	2000-1-1	18	24	2000-1-1	1721	3144.0	3772.7999999999997	1	1	6288.0	
951	2	3	Sample Product	2000-1-1	9	15	2000-1-1	760	1066.0	1279.2	1	4	2132.0	
951	1	2	Sample Product	2000-1-1	18	24	2000-1-1	1115	1988.0	2385.6	0	6	3976.0	
 
951	1	1	Sample Product	2000-1-1	1	7	2000-1-1	918	3510.0	4212.0	0	1	7020.0	
952	2	2	Sample Product	2000-1-1	6	12	2000-1-1	441	2715.0	3258.0	1	4	5430.0	
 
952	0	3	Sample Product	2000-1-1	19	25	2000-1-1	1172	4525.0	5430.0	0	3	9050.0	
952	2	0	Sample Product	2000-1-1	4	10	2000-1-1	1058	213.0	255.6	0	4	426.0	
953	4	3	Sample Product	2000-1-1	15	21	2000-1-1	309	4281.0	5137.2	1	5	8562.0	
953	1	2	Sample Product	2000-1-1	9	15	2000-1-1	1545	2401.0	2881.2	0	10	4802.0	
953	1	3	Sample Product	2000-1-1	13	19	2000-1-1	891	1556.0	1867.1999999999998	0	6	3112.0	
 
954	4	3	Sample Product	2000-1-1	10	16	2000-1-1	1071	3333.0	3999.6	0	7	6666.0	
954	2	2	Sample Product	2000-1-1	8	14	2000-1-1	742	1722.0	2066.4	1	4	3444.0	
954	3	3	Sample Product	2000-1-1	11	17	2000-1-1	1670	373.0	447.59999999999997	1	5	746.0	
954	1	0	Sample Product	2000-1-1	19	25	2000-1-1	1768	4936.0	5923.2	1	3	9872.0	
955	3	2	Sample Product	2000-1-1	10	16	2000-1-1	401	2224.0	2668.7999999999997	1	10	4448.0	
955	1	2	Sample Product	2000-1-1	16	22	2000-1-1	354	4857.0	5828.4	0	1	9714.0	
 
955	2	1	Sample Product	2000-1-1	12	18	2000-1-1	1609	3233.0	3879.6	0	1	6466.0	
956	1	0	Sample Product	2000-1-1	18	24	2000-1-1	1981	4880.0	5856.0	1	7	9760.0	
956	3	1	Sample Product	2000-1-1	9	15	2000-1-1	1513	3566.0	4279.2	0	9	7132.0	
956	2	3	Sample Product	2000-1-1	7	13	2000-1-1	120	161.0	193.2	1	3	322.0	
956	1	3	Sample Product	2000-1-1	6	12	2000-1-1	1472	95.0	114.0	1	4	190.0	
957	1	3	Sample Product	2000-1-1	8	14	2000-1-1	41	4641.0	5569.2	1	7	9282.0	
957	0	2	Sample Product	2000-1-1	9	15	2000-1-1	119	2924.0	3508.7999999999997	0	2	5848.0	
957	1	2	Sample Product	2000-1-1	19	25	2000-1-1	1266	4362.0	5234.4	0	2	8724.0	
957	0	1	Sample Product	2000-1-1	5	11	2000-1-1	1955	255.0	306.0	0	5	510.0	
958	2	2	Sample Product	2000-1-1	2	8	2000-1-1	1306	1997.0	2396.4	0	2	3994.0	
958	2	0	Sample Product	2000-1-1	4	10	2000-1-1	23	755.0	906.0	0	7	1510.0	
958	3	1	Sample Product	2000-1-1	6	12	2000-1-1	1391	4543.0	5451.599999999999	0	3	9086.0	
958	0	2	Sample Product	2000-1-1	10	16	2000-1-1	1549	3438.0	4125.599999999999	0	7	6876.0	
959	1	2	Sample Product	2000-1-1	5	11	2000-1-1	1332	3119.0	3742.7999999999997	1	5	6238.0	
 
959	4	2	Sample Product	2000-1-1	19	25	2000-1-1	427	2198.0	2637.6	1	7	4396.0	
959	2	2	Sample Product	2000-1-1	10	16	2000-1-1	1120	4586.0	5503.2	1	6	9172.0	
960	4	2	Sample Product	2000-1-1	13	19	2000-1-1	769	2895.0	3474.0	1	4	5790.0	
960	1	2	Sample Product	2000-1-1	5	11	2000-1-1	3	4021.0	4825.2	0	9	8042.0	
960	3	1	Sample Product	2000-1-1	19	25	2000-1-1	1266	768.0	921.5999999999999	0	5	1536.0	
 
961	3	2	Sample Product	2000-1-1	3	9	2000-1-1	999	2609.0	3130.7999999999997	0	6	5218.0	
961	2	0	Sample Product	2000-1-1	14	20	2000-1-1	609	2696.0	3235.2	0	5	5392.0	
 
961	0	2	Sample Product	2000-1-1	14	20	2000-1-1	1042	3500.0	4200.0	1	6	7000.0	
962	0	2	Sample Product	2000-1-1	5	11	2000-1-1	819	684.0	820.8	1	1	1368.0	
 
962	3	1	Sample Product	2000-1-1	16	22	2000-1-1	980	3367.0	4040.3999999999996	0	2	6734.0	
962	0	2	Sample Product	2000-1-1	9	15	2000-1-1	129	486.0	583.1999999999999	0	7	972.0	
963	2	2	Sample Product	2000-1-1	6	12	2000-1-1	1705	543.0	651.6	0	5	1086.0	
963	2	0	Sample Product	2000-1-1	8	14	2000-1-1	1506	1333.0	1599.6	1	6	2666.0	
963	3	0	Sample Product	2000-1-1	8	14	2000-1-1	477	3344.0	4012.7999999999997	1	3	6688.0	
963	4	3	Sample Product	2000-1-1	0	6	2000-1-1	755	3708.0	4449.599999999999	1	2	7416.0	
964	2	1	Sample Product	2000-1-1	10	16	2000-1-1	752	1061.0	1273.2	0	5	2122.0	
 
964	1	0	Sample Product	2000-1-1	10	16	2000-1-1	1703	132.0	158.4	0	6	264.0	
964	0	2	Sample Product	2000-1-1	1	7	2000-1-1	1541	3516.0	4219.2	0	5	7032.0	
 
965	3	2	Sample Product	2000-1-1	14	20	2000-1-1	601	27.0	32.4	0	10	54.0	
965	2	0	Sample Product	2000-1-1	9	15	2000-1-1	1103	769.0	922.8	0	5	1538.0	
965	3	3	Sample Product	2000-1-1	12	18	2000-1-1	1566	427.0	512.4	1	4	854.0	
966	2	1	Sample Product	2000-1-1	13	19	2000-1-1	336	3002.0	3602.4	1	8	6004.0	
966	2	3	Sample Product	2000-1-1	2	8	2000-1-1	953	2262.0	2714.4	0	7	4524.0	
 
966	1	0	Sample Product	2000-1-1	8	14	2000-1-1	527	1632.0	1958.3999999999999	1	1	3264.0	
967	2	3	Sample Product	2000-1-1	5	11	2000-1-1	405	4446.0	5335.2	1	1	8892.0	
967	4	1	Sample Product	2000-1-1	0	6	2000-1-1	1654	1371.0	1645.2	1	2	2742.0	
967	3	3	Sample Product	2000-1-1	4	10	2000-1-1	1489	942.0	1130.3999999999999	0	2	1884.0	
967	2	3	Sample Product	2000-1-1	1	7	2000-1-1	1329	3022.0	3626.4	1	3	6044.0	
968	3	1	Sample Product	2000-1-1	13	19	2000-1-1	1013	1233.0	1479.6	0	7	2466.0	
968	3	2	Sample Product	2000-1-1	14	20	2000-1-1	677	4480.0	5376.0	1	0	8960.0	
968	1	3	Sample Product	2000-1-1	5	11	2000-1-1	1865	4559.0	5470.8	1	2	9118.0	
968	1	2	Sample Product	2000-1-1	18	24	2000-1-1	1906	2869.0	3442.7999999999997	0	3	5738.0	
969	1	2	Sample Product	2000-1-1	2	8	2000-1-1	1061	4602.0	5522.4	0	3	9204.0	
969	2	2	Sample Product	2000-1-1	16	22	2000-1-1	1626	3779.0	4534.8	0	9	7558.0	
969	3	2	Sample Product	2000-1-1	13	19	2000-1-1	1440	2395.0	2874.0	0	6	4790.0	
969	1	1	Sample Product	2000-1-1	8	14	2000-1-1	350	4265.0	5118.0	0	2	8530.0	
970	1	3	Sample Product	2000-1-1	20	26	2000-1-1	1113	4294.0	5152.8	0	5	8588.0	
 
970	1	3	Sample Product	2000-1-1	10	16	2000-1-1	1207	2095.0	2514.0	0	1	4190.0	
970	0	1	Sample Product	2000-1-1	10	16	2000-1-1	1742	3498.0	4197.599999999999	0	6	6996.0	
971	1	1	Sample Product	2000-1-1	7	13	2000-1-1	1773	4550.0	5460.0	0	3	9100.0	
 
971	1	1	Sample Product	2000-1-1	11	17	2000-1-1	1545	3797.0	4556.4	1	8	7594.0	
971	1	3	Sample Product	2000-1-1	10	16	2000-1-1	1739	349.0	418.8	0	10	698.0	
972	0	0	Sample Product	2000-1-1	3	9	2000-1-1	565	4136.0	4963.2	1	7	8272.0	
972	3	1	Sample Product	2000-1-1	14	20	2000-1-1	818	1868.0	2241.6	1	7	3736.0	
 
972	2	1	Sample Product	2000-1-1	16	22	2000-1-1	617	3685.0	4422.0	0	6	7370.0	
 
973	1	1	Sample Product	2000-1-1	15	21	2000-1-1	1305	2226.0	2671.2	0	8	4452.0	
973	3	1	Sample Product	2000-1-1	18	24	2000-1-1	268	4524.0	5428.8	0	3	9048.0	
 
974	3	1	Sample Product	2000-1-1	4	10	2000-1-1	1455	1198.0	1437.6	0	7	2396.0	
 
974	3	0	Sample Product	2000-1-1	5	11	2000-1-1	231	128.0	153.6	0	8	256.0	
 
975	1	0	Sample Product	2000-1-1	5	11	2000-1-1	1726	1522.0	1826.3999999999999	1	8	3044.0	
 
975	1	1	Sample Product	2000-1-1	5	11	2000-1-1	1883	604.0	724.8	0	1	1208.0	
 
976	1	0	Sample Product	2000-1-1	8	14	2000-1-1	356	4861.0	5833.2	1	1	9722.0	
976	0	3	Sample Product	2000-1-1	9	15	2000-1-1	1403	3073.0	3687.6	1	10	6146.0	
976	1	0	Sample Product	2000-1-1	3	9	2000-1-1	1563	375.0	450.0	0	3	750.0	
976	1	1	Sample Product	2000-1-1	19	25	2000-1-1	92	410.0	492.0	0	1	820.0	
977	0	2	Sample Product	2000-1-1	19	25	2000-1-1	1472	479.0	574.8	0	8	958.0	
 
977	1	1	Sample Product	2000-1-1	13	19	2000-1-1	726	4789.0	5746.8	1	6	9578.0	
977	1	3	Sample Product	2000-1-1	2	8	2000-1-1	223	4614.0	5536.8	1	2	9228.0	
978	4	3	Sample Product	2000-1-1	8	14	2000-1-1	560	2858.0	3429.6	1	3	5716.0	
978	1	1	Sample Product	2000-1-1	1	7	2000-1-1	1483	1759.0	2110.7999999999997	1	5	3518.0	
978	2	2	Sample Product	2000-1-1	8	14	2000-1-1	1997	3664.0	4396.8	1	4	7328.0	
978	2	0	Sample Product	2000-1-1	10	16	2000-1-1	1597	2996.0	3595.2	0	9	5992.0	
979	0	0	Sample Product	2000-1-1	2	8	2000-1-1	983	4592.0	5510.4	0	8	9184.0	
979	1	0	Sample Product	2000-1-1	7	13	2000-1-1	1351	673.0	807.6	0	2	1346.0	
979	1	2	Sample Product	2000-1-1	5	11	2000-1-1	696	890.0	1068.0	1	5	1780.0	
979	4	3	Sample Product	2000-1-1	1	7	2000-1-1	730	1517.0	1820.3999999999999	0	2	3034.0	
 
980	2	0	Sample Product	2000-1-1	16	22	2000-1-1	1718	3354.0	4024.7999999999997	1	1	6708.0	
980	2	2	Sample Product	2000-1-1	12	18	2000-1-1	862	3958.0	4749.599999999999	1	9	7916.0	
 
981	3	1	Sample Product	2000-1-1	6	12	2000-1-1	240	2002.0	2402.4	0	5	4004.0	
981	4	1	Sample Product	2000-1-1	5	11	2000-1-1	1322	1279.0	1534.8	0	2	2558.0	
981	3	3	Sample Product	2000-1-1	19	25	2000-1-1	1973	1613.0	1935.6	1	9	3226.0	
981	3	2	Sample Product	2000-1-1	15	21	2000-1-1	1894	712.0	854.4	0	9	1424.0	
982	2	2	Sample Product	2000-1-1	15	21	2000-1-1	528	2381.0	2857.2	0	3	4762.0	
 
982	2	2	Sample Product	2000-1-1	13	19	2000-1-1	719	4358.0	5229.599999999999	0	3	8716.0	
982	3	3	Sample Product	2000-1-1	6	12	2000-1-1	685	1246.0	1495.2	1	0	2492.0	
983	3	1	Sample Product	2000-1-1	5	11	2000-1-1	1776	3942.0	4730.4	1	10	7884.0	
 
983	1	3	Sample Product	2000-1-1	11	17	2000-1-1	1312	4026.0	4831.2	1	4	8052.0	
983	2	1	Sample Product	2000-1-1	13	19	2000-1-1	551	4885.0	5862.0	1	4	9770.0	
984	1	1	Sample Product	2000-1-1	5	11	2000-1-1	1336	4985.0	5982.0	0	8	9970.0	
984	2	3	Sample Product	2000-1-1	19	25	2000-1-1	100	2320.0	2784.0	0	1	4640.0	
984	3	3	Sample Product	2000-1-1	15	21	2000-1-1	436	911.0	1093.2	0	6	1822.0	
984	4	2	Sample Product	2000-1-1	6	12	2000-1-1	786	1482.0	1778.3999999999999	1	7	2964.0	
 
985	1	2	Sample Product	2000-1-1	8	14	2000-1-1	1779	3488.0	4185.599999999999	1	3	6976.0	
