PRODUCT_UID	PRODUCT_SERIES	PRODUCT_CATEGORY	INSURANCE_PLAN	NAME	ACTIVATION_DATE	ITERATION	INSURANCE_YEARS	INSURANCE_DETAILS	PRODUICT_SOLD	PRICE	ACTIVATED	REPAIRS
3193	798	0	1	Sample Product	1901-02-01	10	6	Sample Insurance	1922	3884.0	false	2
3194	798	4	0	Sample Product	1901-02-01	11	16	Sample Insurance	1692	207.0	false	4
3195	798	4	1	Sample Product	1901-02-01	17	12	Sample Insurance	411	2669.0	false	7
3196	799	0	1	Sample Product	1901-02-01	4	17	Sample Insurance	1562	3625.0	false	4
3197	799	2	1	Sample Product	1901-02-01	7	7	Sample Insurance	158	2034.0	false	9
3198	799	2	3	Sample Product	1901-02-01	11	6	Sample Insurance	1637	1459.0	true	2
3199	799	2	3	Sample Product	1901-02-01	14	10	Sample Insurance	349	729.0	true	6
3200	800	2	0	Sample Product	1901-02-01	15	8	Sample Insurance	1143	3069.0	true	10
3201	800	4	0	Sample Product	1901-02-01	6	16	Sample Insurance	66	749.0	false	1
3202	800	2	1	Sample Product	1901-02-01	17	7	Sample Insurance	671	3553.0	true	5
3203	800	3	3	Sample Product	1901-02-01	9	12	Sample Insurance	960	613.0	false	3
3204	801	3	2	Sample Product	1901-02-01	4	3	Sample Insurance	448	1417.0	false	7
3205	801	3	2	Sample Product	1901-02-01	6	19	Sample Insurance	1373	3037.0	false	7
3206	801	1	1	Sample Product	1901-02-01	12	4	Sample Insurance	554	1880.0	false	8
3207	801	1	1	Sample Product	1901-02-01	3	4	Sample Insurance	898	4507.0	true	6
3208	802	4	3	Sample Product	1901-02-01	1	19	Sample Insurance	80	3332.0	true	2
3209	802	2	0	Sample Product	1901-02-01	5	6	Sample Insurance	387	4239.0	false	1
3210	802	1	1	Sample Product	1901-02-01	7	7	Sample Insurance	240	4430.0	false	1
3211	802	3	1	Sample Product	1901-02-01	12	11	Sample Insurance	408	41.0	false	4
3212	803	2	0	Sample Product	1901-02-01	1	12	Sample Insurance	416	4343.0	true	4
3213	803	3	2	Sample Product	1901-02-01	18	2	Sample Insurance	1146	3562.0	false	0
3214	803	1	1	Sample Product	1901-02-01	11	12	Sample Insurance	162	3636.0	true	6
3215	803	2	1	Sample Product	1901-02-01	1	17	Sample Insurance	742	2442.0	false	2
3216	804	3	3	Sample Product	1901-02-01	0	11	Sample Insurance	141	3307.0	false	7
3217	804	2	1	Sample Product	1901-02-01	17	16	Sample Insurance	1088	1852.0	false	8
3218	804	1	0	Sample Product	1901-02-01	2	9	Sample Insurance	1016	4461.0	true	9
3219	804	2	1	Sample Product	1901-02-01	8	10	Sample Insurance	59	2935.0	false	5
3220	805	2	2	Sample Product	1901-02-01	5	15	Sample Insurance	1282	1130.0	true	1
3221	805	3	1	Sample Product	1901-02-01	16	7	Sample Insurance	1197	629.0	false	9
3222	805	2	2	Sample Product	1901-02-01	7	6	Sample Insurance	1042	3742.0	true	10
3223	805	1	2	Sample Product	1901-02-01	19	19	Sample Insurance	1837	3401.0	false	8
3224	806	1	2	Sample Product	1901-02-01	14	16	Sample Insurance	736	729.0	true	1
3225	806	4	1	Sample Product	1901-02-01	5	16	Sample Insurance	673	2360.0	true	3
3226	806	1	0	Sample Product	1901-02-01	19	7	Sample Insurance	1806	781.0	false	4
3227	806	4	2	Sample Product	1901-02-01	12	19	Sample Insurance	1782	2276.0	false	0
3228	807	3	0	Sample Product	1901-02-01	6	4	Sample Insurance	311	3248.0	false	4
3229	807	3	3	Sample Product	1901-02-01	7	7	Sample Insurance	80	1988.0	false	2
3230	807	0	2	Sample Product	1901-02-01	12	9	Sample Insurance	488	4182.0	true	7
3231	807	4	0	Sample Product	1901-02-01	6	1	Sample Insurance	1234	1707.0	true	3
3232	808	3	1	Sample Product	1901-02-01	4	2	Sample Insurance	1254	525.0	false	5
3233	808	1	0	Sample Product	1901-02-01	13	10	Sample Insurance	1011	4714.0	false	8
3234	808	0	0	Sample Product	1901-02-01	7	9	Sample Insurance	660	4945.0	true	4
3235	808	2	2	Sample Product	1901-02-01	15	15	Sample Insurance	1078	954.0	false	2
3236	809	2	0	Sample Product	1901-02-01	18	18	Sample Insurance	1284	3809.0	true	2
3237	809	4	0	Sample Product	1901-02-01	16	5	Sample Insurance	244	22.0	true	6
3238	809	2	3	Sample Product	1901-02-01	12	15	Sample Insurance	1573	808.0	true	8
3239	809	3	1	Sample Product	1901-02-01	6	18	Sample Insurance	149	1044.0	false	6
3240	810	1	1	Sample Product	1901-02-01	18	16	Sample Insurance	129	3722.0	false	2
3241	810	3	1	Sample Product	1901-02-01	17	2	Sample Insurance	398	1956.0	false	4
3242	810	2	2	Sample Product	1901-02-01	8	15	Sample Insurance	1939	1833.0	false	4
3243	810	2	1	Sample Product	1901-02-01	6	15	Sample Insurance	142	673.0	true	4
3244	811	3	2	Sample Product	1901-02-01	2	10	Sample Insurance	1555	1479.0	false	2
3245	811	2	2	Sample Product	1901-02-01	5	14	Sample Insurance	1096	653.0	false	3
3246	811	2	3	Sample Product	1901-02-01	8	1	Sample Insurance	213	2254.0	false	1
3247	811	2	0	Sample Product	1901-02-01	3	15	Sample Insurance	1019	3361.0	true	2
3248	812	3	0	Sample Product	1901-02-01	7	10	Sample Insurance	1902	1351.0	true	6
3249	812	3	2	Sample Product	1901-02-01	13	3	Sample Insurance	619	119.0	true	5
3250	812	2	2	Sample Product	1901-02-01	20	12	Sample Insurance	1378	3558.0	true	4
3251	812	2	3	Sample Product	1901-02-01	10	19	Sample Insurance	920	856.0	false	5
3252	813	0	2	Sample Product	1901-02-01	2	7	Sample Insurance	1117	4383.0	false	6
3253	813	3	3	Sample Product	1901-02-01	12	7	Sample Insurance	66	2253.0	true	9
3254	813	3	0	Sample Product	1901-02-01	15	5	Sample Insurance	225	3837.0	true	2
3255	813	2	2	Sample Product	1901-02-01	15	10	Sample Insurance	569	2783.0	false	1
3256	814	2	1	Sample Product	1901-02-01	9	7	Sample Insurance	283	3356.0	false	8
3257	814	2	3	Sample Product	1901-02-01	14	15	Sample Insurance	10	2135.0	true	5
3258	814	3	2	Sample Product	1901-02-01	16	8	Sample Insurance	1142	3369.0	true	9
3259	814	2	2	Sample Product	1901-02-01	11	11	Sample Insurance	180	2552.0	false	1
3260	815	2	1	Sample Product	1901-02-01	7	5	Sample Insurance	1661	4008.0	true	2
3261	815	2	3	Sample Product	1901-02-01	14	2	Sample Insurance	1663	4545.0	true	9
3262	815	3	2	Sample Product	1901-02-01	4	18	Sample Insurance	393	1466.0	false	1
3263	815	0	1	Sample Product	1901-02-01	0	4	Sample Insurance	871	4511.0	true	2
3264	816	2	2	Sample Product	1901-02-01	5	9	Sample Insurance	1214	2497.0	true	5
3265	816	4	0	Sample Product	1901-02-01	10	17	Sample Insurance	523	1745.0	true	6
3266	816	2	2	Sample Product	1901-02-01	7	11	Sample Insurance	899	4561.0	false	5
3267	816	4	0	Sample Product	1901-02-01	12	14	Sample Insurance	567	2345.0	false	1
3268	817	3	2	Sample Product	1901-02-01	13	6	Sample Insurance	1644	4115.0	true	10
3269	817	1	2	Sample Product	1901-02-01	8	7	Sample Insurance	544	2509.0	true	8
3270	817	2	1	Sample Product	1901-02-01	3	5	Sample Insurance	1528	549.0	false	4
3271	817	1	1	Sample Product	1901-02-01	16	3	Sample Insurance	410	3734.0	false	5
3272	818	2	0	Sample Product	1901-02-01	5	16	Sample Insurance	1928	3259.0	false	7
3273	818	1	3	Sample Product	1901-02-01	13	13	Sample Insurance	786	2399.0	false	3
3274	818	3	2	Sample Product	1901-02-01	18	19	Sample Insurance	873	4378.0	false	5
3275	818	0	2	Sample Product	1901-02-01	14	5	Sample Insurance	1669	1254.0	false	4
3276	819	1	0	Sample Product	1901-02-01	3	8	Sample Insurance	1347	4640.0	true	9
3277	819	1	3	Sample Product	1901-02-01	8	5	Sample Insurance	576	294.0	true	5
3278	819	0	2	Sample Product	1901-02-01	16	12	Sample Insurance	1535	4893.0	false	2
3279	819	1	1	Sample Product	1901-02-01	18	6	Sample Insurance	1144	4533.0	false	6
3280	820	2	1	Sample Product	1901-02-01	6	19	Sample Insurance	19	756.0	true	6
3281	820	2	3	Sample Product	1901-02-01	13	12	Sample Insurance	1166	1168.0	true	6
3282	820	2	2	Sample Product	1901-02-01	12	5	Sample Insurance	911	2922.0	false	3
3283	820	4	2	Sample Product	1901-02-01	18	10	Sample Insurance	1079	3647.0	false	6
3284	821	4	3	Sample Product	1901-02-01	8	8	Sample Insurance	1937	603.0	false	6
3285	821	2	0	Sample Product	1901-02-01	11	1	Sample Insurance	1893	119.0	true	8
3286	821	2	2	Sample Product	1901-02-01	6	14	Sample Insurance	470	620.0	true	9
3287	821	2	1	Sample Product	1901-02-01	4	10	Sample Insurance	1567	3785.0	true	8
3288	822	2	2	Sample Product	1901-02-01	12	1	Sample Insurance	498	4641.0	true	3
3289	822	2	1	Sample Product	1901-02-01	20	19	Sample Insurance	833	2646.0	false	4
3290	822	1	1	Sample Product	1901-02-01	10	1	Sample Insurance	1544	2058.0	true	3
3291	822	0	2	Sample Product	1901-02-01	7	4	Sample Insurance	1459	1141.0	false	4
3292	823	3	1	Sample Product	1901-02-01	4	13	Sample Insurance	535	1013.0	false	4
3293	823	2	0	Sample Product	1901-02-01	10	6	Sample Insurance	1963	1180.0	false	2
3294	823	3	0	Sample Product	1901-02-01	13	17	Sample Insurance	1605	65.0	false	4
3295	823	2	2	Sample Product	1901-02-01	11	15	Sample Insurance	1772	74.0	false	4
3296	824	3	2	Sample Product	1901-02-01	16	5	Sample Insurance	856	3007.0	true	5
3297	824	2	3	Sample Product	1901-02-01	5	0	Sample Insurance	820	2859.0	true	6
3298	824	3	2	Sample Product	1901-02-01	13	4	Sample Insurance	1052	4319.0	false	7
3299	824	1	0	Sample Product	1901-02-01	3	18	Sample Insurance	1599	1510.0	false	3
3300	825	1	3	Sample Product	1901-02-01	1	18	Sample Insurance	1272	2775.0	true	8
3301	825	1	0	Sample Product	1901-02-01	5	5	Sample Insurance	653	3558.0	true	7
3302	825	3	3	Sample Product	1901-02-01	16	6	Sample Insurance	492	687.0	false	0
3303	825	3	0	Sample Product	1901-02-01	17	9	Sample Insurance	514	2594.0	true	0
3304	826	2	1	Sample Product	1901-02-01	18	17	Sample Insurance	131	1297.0	true	3
3305	826	4	2	Sample Product	1901-02-01	2	5	Sample Insurance	1088	3169.0	false	4
3306	826	2	2	Sample Product	1901-02-01	19	2	Sample Insurance	524	1815.0	true	1
3307	826	2	0	Sample Product	1901-02-01	11	4	Sample Insurance	1482	2593.0	true	6
3308	827	3	3	Sample Product	1901-02-01	13	17	Sample Insurance	354	4597.0	false	6
3309	827	3	2	Sample Product	1901-02-01	14	0	Sample Insurance	1283	2125.0	false	5
3310	827	2	3	Sample Product	1901-02-01	15	9	Sample Insurance	23	3971.0	false	1
3311	827	2	1	Sample Product	1901-02-01	4	16	Sample Insurance	270	54.0	false	10
3312	828	2	0	Sample Product	1901-02-01	11	16	Sample Insurance	1966	1209.0	false	5
3313	828	3	2	Sample Product	1901-02-01	6	14	Sample Insurance	1587	4183.0	false	0
3314	828	4	1	Sample Product	1901-02-01	7	2	Sample Insurance	920	136.0	false	7
3315	828	0	2	Sample Product	1901-02-01	19	4	Sample Insurance	1348	1200.0	true	0
3316	829	1	3	Sample Product	1901-02-01	8	8	Sample Insurance	1128	893.0	true	2
3317	829	3	2	Sample Product	1901-02-01	19	18	Sample Insurance	1697	448.0	true	8
3318	829	2	1	Sample Product	1901-02-01	7	5	Sample Insurance	1492	4341.0	false	1
3319	829	4	0	Sample Product	1901-02-01	15	1	Sample Insurance	305	4588.0	true	4
3320	830	2	1	Sample Product	1901-02-01	15	14	Sample Insurance	1673	4603.0	true	3
3321	830	3	2	Sample Product	1901-02-01	16	6	Sample Insurance	1318	4656.0	true	2
3322	830	2	2	Sample Product	1901-02-01	16	10	Sample Insurance	136	2262.0	false	5
3323	830	3	1	Sample Product	1901-02-01	17	11	Sample Insurance	751	2014.0	false	6
3324	831	4	1	Sample Product	1901-02-01	2	17	Sample Insurance	1138	696.0	false	1
3325	831	2	3	Sample Product	1901-02-01	4	13	Sample Insurance	1321	4698.0	false	9
3326	831	0	1	Sample Product	1901-02-01	13	8	Sample Insurance	1661	3058.0	false	1
3327	831	2	1	Sample Product	1901-02-01	18	11	Sample Insurance	1732	660.0	false	4
3328	832	1	1	Sample Product	1901-02-01	4	7	Sample Insurance	1296	2405.0	false	3
3329	832	2	0	Sample Product	1901-02-01	12	0	Sample Insurance	1399	401.0	true	2
3330	832	1	2	Sample Product	1901-02-01	7	2	Sample Insurance	65	2465.0	true	5
3331	832	4	3	Sample Product	1901-02-01	19	16	Sample Insurance	1629	1504.0	false	5
3332	833	2	2	Sample Product	1901-02-01	3	4	Sample Insurance	1192	1554.0	false	8
3333	833	4	3	Sample Product	1901-02-01	18	18	Sample Insurance	228	2555.0	true	4
3334	833	1	2	Sample Product	1901-02-01	14	11	Sample Insurance	1821	2134.0	false	9
3335	833	0	2	Sample Product	1901-02-01	2	9	Sample Insurance	574	3968.0	true	7
3336	834	0	1	Sample Product	1901-02-01	1	16	Sample Insurance	674	3519.0	false	2
3337	834	3	2	Sample Product	1901-02-01	1	5	Sample Insurance	122	3192.0	false	6
3338	834	0	0	Sample Product	1901-02-01	1	7	Sample Insurance	1659	221.0	false	4
3339	834	2	1	Sample Product	1901-02-01	2	17	Sample Insurance	1358	1825.0	false	5
3340	835	0	1	Sample Product	1901-02-01	11	10	Sample Insurance	424	3447.0	true	5
3341	835	1	1	Sample Product	1901-02-01	15	3	Sample Insurance	197	2114.0	true	6
3342	835	1	2	Sample Product	1901-02-01	12	15	Sample Insurance	851	3232.0	false	5
3343	835	0	2	Sample Product	1901-02-01	4	13	Sample Insurance	832	352.0	true	8
3344	836	0	2	Sample Product	1901-02-01	2	17	Sample Insurance	499	3723.0	false	4
3345	836	2	1	Sample Product	1901-02-01	12	2	Sample Insurance	20	4671.0	true	10
3346	836	1	1	Sample Product	1901-02-01	2	14	Sample Insurance	1993	4109.0	true	4
3347	836	1	3	Sample Product	1901-02-01	10	0	Sample Insurance	1822	4730.0	true	1
3348	837	0	2	Sample Product	1901-02-01	18	20	Sample Insurance	1355	2685.0	true	9
3349	837	3	3	Sample Product	1901-02-01	11	6	Sample Insurance	1778	791.0	true	6
3350	837	2	2	Sample Product	1901-02-01	14	12	Sample Insurance	287	1575.0	true	9
3351	837	3	3	Sample Product	1901-02-01	4	4	Sample Insurance	1537	4701.0	false	1
3352	838	2	1	Sample Product	1901-02-01	16	3	Sample Insurance	1387	4587.0	true	3
3353	838	2	2	Sample Product	1901-02-01	3	11	Sample Insurance	927	256.0	false	7
3354	838	1	2	Sample Product	1901-02-01	18	16	Sample Insurance	1326	722.0	true	8
3355	838	1	1	Sample Product	1901-02-01	11	6	Sample Insurance	473	470.0	false	2
3356	839	2	1	Sample Product	1901-02-01	10	11	Sample Insurance	957	820.0	false	9
3357	839	2	1	Sample Product	1901-02-01	11	18	Sample Insurance	1356	4232.0	true	9
3358	839	2	1	Sample Product	1901-02-01	7	14	Sample Insurance	1377	4854.0	true	1
3359	839	1	0	Sample Product	1901-02-01	9	10	Sample Insurance	1824	4859.0	true	3
3360	840	0	0	Sample Product	1901-02-01	5	11	Sample Insurance	931	2372.0	true	4
3361	840	1	1	Sample Product	1901-02-01	14	19	Sample Insurance	1042	3045.0	false	7
3362	840	4	1	Sample Product	1901-02-01	20	17	Sample Insurance	164	3574.0	false	9
3363	840	2	0	Sample Product	1901-02-01	19	20	Sample Insurance	1391	1707.0	true	10
3364	841	2	1	Sample Product	1901-02-01	6	18	Sample Insurance	1713	3548.0	true	8
3365	841	1	2	Sample Product	1901-02-01	5	5	Sample Insurance	211	214.0	true	4
3366	841	4	1	Sample Product	1901-02-01	5	13	Sample Insurance	151	2131.0	true	7
3367	841	1	1	Sample Product	1901-02-01	11	16	Sample Insurance	1988	528.0	false	5
3368	842	3	2	Sample Product	1901-02-01	5	9	Sample Insurance	772	1935.0	true	8
3369	842	3	1	Sample Product	1901-02-01	13	0	Sample Insurance	1991	2724.0	true	4
3370	842	0	2	Sample Product	1901-02-01	1	17	Sample Insurance	325	2004.0	true	0
3371	842	3	1	Sample Product	1901-02-01	17	9	Sample Insurance	350	2413.0	false	2
3372	843	2	3	Sample Product	1901-02-01	0	18	Sample Insurance	684	4618.0	false	5
3373	843	3	1	Sample Product	1901-02-01	10	19	Sample Insurance	1578	2557.0	true	7
3374	843	1	3	Sample Product	1901-02-01	5	12	Sample Insurance	478	2747.0	false	6
3375	843	2	0	Sample Product	1901-02-01	11	3	Sample Insurance	545	2180.0	false	9
3376	844	3	1	Sample Product	1901-02-01	8	19	Sample Insurance	1656	643.0	false	0
3377	844	1	0	Sample Product	1901-02-01	17	8	Sample Insurance	1888	4471.0	false	3
3378	844	3	1	Sample Product	1901-02-01	2	16	Sample Insurance	1995	79.0	false	8
3379	844	0	1	Sample Product	1901-02-01	12	18	Sample Insurance	1878	1783.0	false	9
3380	845	4	0	Sample Product	1901-02-01	20	14	Sample Insurance	566	4737.0	true	6
3381	845	3	1	Sample Product	1901-02-01	10	17	Sample Insurance	1718	27.0	false	6
3382	845	1	0	Sample Product	1901-02-01	8	8	Sample Insurance	1131	227.0	false	3
3383	845	2	1	Sample Product	1901-02-01	15	1	Sample Insurance	1300	4959.0	true	7
3384	846	2	3	Sample Product	1901-02-01	19	4	Sample Insurance	496	2270.0	false	0
3385	846	3	3	Sample Product	1901-02-01	9	14	Sample Insurance	401	2866.0	false	0
3386	846	0	3	Sample Product	1901-02-01	8	5	Sample Insurance	799	510.0	false	3
3387	846	1	0	Sample Product	1901-02-01	2	6	Sample Insurance	320	3137.0	true	1
3388	847	4	3	Sample Product	1901-02-01	9	6	Sample Insurance	759	476.0	false	10
3389	847	1	0	Sample Product	1901-02-01	17	16	Sample Insurance	970	241.0	false	1
3390	847	3	3	Sample Product	1901-02-01	4	18	Sample Insurance	850	1189.0	true	8
3391	847	3	3	Sample Product	1901-02-01	0	9	Sample Insurance	407	2588.0	true	6
3392	848	4	1	Sample Product	1901-02-01	1	15	Sample Insurance	1439	912.0	false	8
3393	848	2	2	Sample Product	1901-02-01	20	20	Sample Insurance	1811	793.0	false	5
3394	848	3	0	Sample Product	1901-02-01	10	4	Sample Insurance	857	3549.0	true	6
3395	848	2	2	Sample Product	1901-02-01	11	17	Sample Insurance	903	2829.0	true	5
3396	849	1	1	Sample Product	1901-02-01	9	11	Sample Insurance	421	3179.0	true	1
3397	849	3	0	Sample Product	1901-02-01	13	7	Sample Insurance	822	3578.0	false	8
3398	849	4	1	Sample Product	1901-02-01	6	6	Sample Insurance	1400	4246.0	false	3
3399	849	4	0	Sample Product	1901-02-01	12	1	Sample Insurance	1430	1276.0	false	8
3400	850	2	2	Sample Product	1901-02-01	11	13	Sample Insurance	926	4885.0	false	2
3401	850	1	1	Sample Product	1901-02-01	11	19	Sample Insurance	75	3349.0	true	7
3402	850	1	1	Sample Product	1901-02-01	5	14	Sample Insurance	1848	897.0	false	2
3403	850	2	2	Sample Product	1901-02-01	15	5	Sample Insurance	796	4148.0	true	5
3404	851	1	2	Sample Product	1901-02-01	16	13	Sample Insurance	1540	2864.0	false	0
3405	851	2	0	Sample Product	1901-02-01	8	12	Sample Insurance	970	2080.0	true	4
3406	851	0	1	Sample Product	1901-02-01	16	5	Sample Insurance	642	3917.0	true	2
3407	851	1	0	Sample Product	1901-02-01	3	15	Sample Insurance	407	3623.0	false	6
3408	852	4	2	Sample Product	1901-02-01	7	19	Sample Insurance	754	638.0	false	6
3409	852	3	3	Sample Product	1901-02-01	14	4	Sample Insurance	1892	1749.0	true	5
3410	852	4	1	Sample Product	1901-02-01	18	1	Sample Insurance	76	4615.0	false	6
3411	852	2	3	Sample Product	1901-02-01	17	18	Sample Insurance	171	1233.0	false	9
3412	853	1	1	Sample Product	1901-02-01	4	4	Sample Insurance	1989	2135.0	true	9
3413	853	4	1	Sample Product	1901-02-01	4	1	Sample Insurance	377	3362.0	false	6
3414	853	3	1	Sample Product	1901-02-01	2	6	Sample Insurance	1585	4529.0	true	6
3415	853	3	0	Sample Product	1901-02-01	20	17	Sample Insurance	912	2528.0	true	5
3416	854	1	3	Sample Product	1901-02-01	20	16	Sample Insurance	1138	1655.0	true	8
3417	854	1	0	Sample Product	1901-02-01	9	10	Sample Insurance	1762	2233.0	false	10
3418	854	1	0	Sample Product	1901-02-01	4	18	Sample Insurance	1526	1025.0	true	2
3419	854	1	2	Sample Product	1901-02-01	13	5	Sample Insurance	1270	2971.0	false	6
3420	855	1	2	Sample Product	1901-02-01	6	15	Sample Insurance	592	84.0	false	10
3421	855	2	3	Sample Product	1901-02-01	12	1	Sample Insurance	345	4515.0	false	5
3422	855	1	2	Sample Product	1901-02-01	2	5	Sample Insurance	1459	4127.0	true	4
3423	855	2	2	Sample Product	1901-02-01	16	5	Sample Insurance	1118	96.0	true	5
3424	856	1	2	Sample Product	1901-02-01	3	16	Sample Insurance	1778	2362.0	false	10
3425	856	2	3	Sample Product	1901-02-01	9	5	Sample Insurance	1047	4973.0	true	10
3426	856	3	1	Sample Product	1901-02-01	2	15	Sample Insurance	933	4618.0	true	6
3427	856	1	1	Sample Product	1901-02-01	9	20	Sample Insurance	1463	1908.0	false	3
3428	857	2	2	Sample Product	1901-02-01	14	16	Sample Insurance	187	1198.0	true	4
3429	857	2	1	Sample Product	1901-02-01	15	4	Sample Insurance	1566	1017.0	false	2
3430	857	1	1	Sample Product	1901-02-01	1	3	Sample Insurance	769	3376.0	true	6
3431	857	2	3	Sample Product	1901-02-01	0	17	Sample Insurance	860	1539.0	true	6
3432	858	1	1	Sample Product	1901-02-01	7	6	Sample Insurance	913	2036.0	false	0
3433	858	3	1	Sample Product	1901-02-01	16	8	Sample Insurance	1038	2977.0	true	1
3434	858	3	0	Sample Product	1901-02-01	5	4	Sample Insurance	840	1963.0	true	5
3435	858	0	2	Sample Product	1901-02-01	2	10	Sample Insurance	314	3151.0	true	5
3436	859	3	1	Sample Product	1901-02-01	18	8	Sample Insurance	684	4270.0	true	0
3437	859	0	2	Sample Product	1901-02-01	6	9	Sample Insurance	1194	634.0	true	6
3438	859	0	1	Sample Product	1901-02-01	16	16	Sample Insurance	361	4471.0	false	6
3439	859	4	1	Sample Product	1901-02-01	10	16	Sample Insurance	696	4089.0	true	6
3440	860	3	1	Sample Product	1901-02-01	2	15	Sample Insurance	393	3709.0	false	8
3441	860	0	1	Sample Product	1901-02-01	6	3	Sample Insurance	16	997.0	true	3
3442	860	3	1	Sample Product	1901-02-01	11	2	Sample Insurance	665	609.0	false	1
3443	860	1	1	Sample Product	1901-02-01	3	1	Sample Insurance	642	3282.0	false	2
3444	861	0	3	Sample Product	1901-02-01	8	2	Sample Insurance	134	1296.0	false	8
3445	861	4	1	Sample Product	1901-02-01	14	7	Sample Insurance	1901	2330.0	false	9
3446	861	1	2	Sample Product	1901-02-01	12	1	Sample Insurance	488	43.0	false	8
3447	861	1	2	Sample Product	1901-02-01	17	13	Sample Insurance	970	900.0	false	10
3448	862	1	2	Sample Product	1901-02-01	19	15	Sample Insurance	735	3071.0	true	5
3449	862	4	0	Sample Product	1901-02-01	9	19	Sample Insurance	313	4434.0	false	8
3450	862	4	2	Sample Product	1901-02-01	13	0	Sample Insurance	1756	2991.0	false	7
3451	862	2	3	Sample Product	1901-02-01	15	18	Sample Insurance	1582	4255.0	true	7
3452	863	2	2	Sample Product	1901-02-01	16	10	Sample Insurance	1788	1390.0	false	1
3453	863	1	1	Sample Product	1901-02-01	18	10	Sample Insurance	945	171.0	false	10
3454	863	1	3	Sample Product	1901-02-01	6	18	Sample Insurance	1864	2061.0	false	3
3455	863	1	2	Sample Product	1901-02-01	8	17	Sample Insurance	875	4956.0	true	6
3456	864	2	2	Sample Product	1901-02-01	9	12	Sample Insurance	188	2385.0	false	8
3457	864	4	0	Sample Product	1901-02-01	6	17	Sample Insurance	1375	3245.0	false	6
3458	864	0	1	Sample Product	1901-02-01	12	5	Sample Insurance	462	342.0	true	5
3459	864	1	2	Sample Product	1901-02-01	15	17	Sample Insurance	1650	2309.0	true	2
3460	865	4	1	Sample Product	1901-02-01	13	6	Sample Insurance	1159	4686.0	true	1
3461	865	3	2	Sample Product	1901-02-01	12	17	Sample Insurance	1226	2231.0	false	6
3462	865	3	3	Sample Product	1901-02-01	4	19	Sample Insurance	736	745.0	false	5
3463	865	0	2	Sample Product	1901-02-01	19	19	Sample Insurance	1516	2975.0	true	4
3464	866	1	0	Sample Product	1901-02-01	6	7	Sample Insurance	1795	4383.0	true	4
3465	866	2	3	Sample Product	1901-02-01	14	17	Sample Insurance	824	850.0	true	6
3466	866	0	2	Sample Product	1901-02-01	2	10	Sample Insurance	1191	1594.0	true	2
3467	866	1	1	Sample Product	1901-02-01	14	10	Sample Insurance	1804	1870.0	false	9
3468	867	2	2	Sample Product	1901-02-01	15	16	Sample Insurance	1085	1245.0	true	9
3469	867	4	1	Sample Product	1901-02-01	6	14	Sample Insurance	356	4502.0	true	6
3470	867	1	2	Sample Product	1901-02-01	7	11	Sample Insurance	1938	3466.0	true	5
3471	867	1	0	Sample Product	1901-02-01	6	14	Sample Insurance	971	4319.0	false	5
3472	868	4	2	Sample Product	1901-02-01	6	5	Sample Insurance	455	1181.0	false	9
3473	868	1	3	Sample Product	1901-02-01	3	20	Sample Insurance	1525	3038.0	true	2
3474	868	2	2	Sample Product	1901-02-01	8	15	Sample Insurance	1472	2285.0	false	3
3475	868	2	1	Sample Product	1901-02-01	18	6	Sample Insurance	509	4460.0	false	4
3476	869	3	3	Sample Product	1901-02-01	18	1	Sample Insurance	792	4962.0	false	9
3477	869	0	3	Sample Product	1901-02-01	3	6	Sample Insurance	1714	4796.0	true	3
3478	869	0	2	Sample Product	1901-02-01	7	6	Sample Insurance	1960	3656.0	true	2
3479	869	2	2	Sample Product	1901-02-01	16	13	Sample Insurance	1354	4896.0	false	6
3480	870	1	2	Sample Product	1901-02-01	5	1	Sample Insurance	1987	3180.0	true	5
3481	870	3	0	Sample Product	1901-02-01	20	19	Sample Insurance	640	1871.0	true	3
3482	870	0	1	Sample Product	1901-02-01	11	16	Sample Insurance	1020	3465.0	false	1
3483	870	4	2	Sample Product	1901-02-01	7	1	Sample Insurance	795	2602.0	true	9
3484	871	2	0	Sample Product	1901-02-01	0	4	Sample Insurance	958	2469.0	true	10
3485	871	3	1	Sample Product	1901-02-01	1	19	Sample Insurance	1515	1652.0	false	6
3486	871	3	2	Sample Product	1901-02-01	9	1	Sample Insurance	7	4713.0	true	5
3487	871	0	1	Sample Product	1901-02-01	14	3	Sample Insurance	1879	1072.0	false	10
3488	872	0	1	Sample Product	1901-02-01	6	1	Sample Insurance	191	2972.0	true	9
3489	872	0	1	Sample Product	1901-02-01	6	1	Sample Insurance	700	4593.0	true	5
3490	872	1	3	Sample Product	1901-02-01	1	9	Sample Insurance	796	608.0	true	3
3491	872	3	1	Sample Product	1901-02-01	1	2	Sample Insurance	1323	3727.0	false	6
3492	873	3	2	Sample Product	1901-02-01	7	13	Sample Insurance	771	2048.0	true	10
3493	873	0	1	Sample Product	1901-02-01	16	6	Sample Insurance	1868	3246.0	true	6
3494	873	1	2	Sample Product	1901-02-01	13	7	Sample Insurance	1064	3907.0	false	8
3495	873	4	2	Sample Product	1901-02-01	1	18	Sample Insurance	1919	3569.0	true	2
3496	874	3	0	Sample Product	1901-02-01	14	12	Sample Insurance	1912	4250.0	false	10
3497	874	3	1	Sample Product	1901-02-01	2	12	Sample Insurance	659	2535.0	false	7
3498	874	3	2	Sample Product	1901-02-01	5	17	Sample Insurance	72	2508.0	false	1
